Operation_ID,ID,Op_role,Tie_ID,Kinship,Tie_Year,Tie_Extinguish,01,03,04,05,06,07,08,09,10,11,12,13,14,15,18,19,20,22,23,25,26,27,28
18,287,8,285,,1998,,,,,,,,,,,,,,,,1,,,,,,,,
18,287,8,286,,1998,,,,,,,,,,,,,,,,1,,,,,,,,
18,287,8,288,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,288,13,283,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,288,13,284,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,288,13,285,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,288,13,286,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,288,13,287,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,289,5 (0),284,,,,,,,,,,,,,,,,,,1,,,,,,,,
18,289,5 (0),283,,1997,,,,,,,,,,,,,,,,1,,,,,,,,
18,289,5 (0),290,,1997,,,,,,,,,,,,,,,,2,,,,,,,,
18,289,5 (0),291,,1997,,,,,,,,,,,,,,,,1,,,,,,,,
18,289,5 (0),292,,1997,,,,,,,,,,,,,,,,1,,,,,,,,
18,289,5 (0),1349,,2000,,,,,,,,,,,,,,,,2,,,,,,,,
18,290,5 (0),289,,1997,,,,,,,,,,,,,,,,2,,,,,,,,
18,290,5 (0),292,,1997,,,,,,,,,,,,,,,,1,,,,,,,,
18,290,5 (0),1349,,2000,,,,,,,,,,,,,,,,2,,,,,,,,
18,291,,289,,1998,,,,,,,,,,,,,,,,1,,,,,,,,
18,292,5 (0),289,,1998,,,,,,,,,,,,,,,,1,,,,,,,,
18,292,5 (0),290,,1998,,,,,,,,,,,,,,,,1,,,,,,,,
18,292,5 (0),1349,,2000,,,,,,,,,,,,,,,,1,,,,,,,,
19,293,5 (2),1,,2001,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,293,5 (2),7,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,293,5 (2),294,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,293,5 (2),295,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,293,5 (2),296,,1995-1999,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,293,5 (2),300,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,293,5 (2),301,1,1994,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,293,5 (2),1421,,2000,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,294,13,296,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,294,13,301,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,294,13,295,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,294,13,293,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,295,5 (1),293,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,295,5 (1),294,,2000,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,295,5 (1),296,,2000,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,295,5 (1),300,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,296,5 (2); 8,1,,2001,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,296,5 (2); 8,7,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,296,5 (2); 8,293,,1995-1999,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,296,5 (2); 8,294,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,296,5 (2); 8,295,,1997,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,296,5 (2); 8,300,,2000,2001,,,,,,,,,,,,,,,,1,,,,,,,
20,298,8,7,,2001,2002,,,,,,,,,,,,,,,,,1,,,,,,
20,298,,1350,,2001,2002,,,,,,,,,,,,,,,,,2,,,,,,
19,300,13,293,,2000,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,300,13,295,,1997,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,300,13,296,,2000,2001,,,,,,,,,,,,,,,,1,,,,,,,
19,301,13,293,1,1994,2001,,,,,,,,,,,,,,,,2,,,,,,,
19,301,13,294,,2000,,,,,,,,,,,,,,,,,1,,,,,,,
13,303,13,254,,1998,,,,,,,,,,,,,1,,,,,,,,,,,
13,303,13,256,,1998,,,,,,,,,,,,,1,,,,,,,,,,,
13,303,13,260,,1998,,,,,,,,,,,,,1,,,,,,,,,,,
12,344,5 (2); 3,7,,1989,,,,,,,,,,,,2,,,,,,,,,,,,
12,344,5 (2); 3,18,,1989,,,,,,,,,,,,1,,,,,,,,,,,,
12,344,5 (2); 3,345,,1996,,,,,,,,,,,,2,,,,,,,,,,,,
12,344,5 (2); 3,346,,1990-1994,,,,,,,,,,,,1,,,,,,,,,,,,
12,344,5 (2); 3,1399,,1999,,,,,,,,,,,,1,,,,,,,,,,,,
12,344,5 (2); 3,1487,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,344,5 (2); 3,1488,,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,7,,1990,,,,,,,,,,,,1,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,344,,1990-1994,,,,,,,,,,,,2,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,346,3,,,,,,,,,,,,,3,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,1399,,1999,,,,,,,,,,,,1,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,1487,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,345,5 (2); 3; 9; 11,1488,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,346,,344,,1990-1994,,,,,,,,,,,,1,,,,,,,,,,,,
12,346,,345,3,,,,,,,,,,,,,3,,,,,,,,,,,,
15,357,12,8,,1995-1999,,,,,,,,,,,,,,,1,,,,,,,,,
15,357,12,1346,,1995-1999,,,,,,,,,,,,,,,2,,,,,,,,,
15,357,12,1347,,1995-1999,,,,,,,,,,,,,,,2,,,,,,,,,
1,358,4,5,,1993,1994,1,,,,,,,,,,,,,,,,,,,,,,
1,358,4,41,,1992,1994,1,,,,,,,,,,,,,,,,,,,,,,
5,358,4,43,,1989,,,,,2,,,,,,,,,,,,,,,,,,,
5,358,4,41,,1995,,,,,1,,,,,,,,,,,,,,,,,,,
1,1300,,38,,1989,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1300,,1305,,1985-1989,1997,2,,,,,,,,,,,,,,,,,,,,,,
1,1301,,38,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1301,,41,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1301,,1304,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1301,,1305,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1302,,41,,,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1303,,41,,1992,1997,2,,,,,,,,,,,,,,,,,,,,,,
1,1304,,38,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1304,,41,,1993,1993,2,,,,,,,,,,,,,,,,,,,,,,
1,1304,,1301,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1304,,1305,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1305,5(0),38,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1305,,41,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1305,,1300,,1985-1989,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1305,,1301,,1992,1994,2,,,,,,,,,,,,,,,,,,,,,,
1,1305,,1304,,1992,1994,3,,,,,,,,,,,,,,,,,,,,,,
1,1308,1,38,3,1960s,1998,3,,,,,,,,,,,,,,,,,,,,,,
26,1321,5 (1),84,,2001,2002,,,,,,,,,,,,,,,,,,,,,2,,
26,1321,5 (1),1322,,2001,2002,,,,,,,,,,,,,,,,,,,,,2,,
26,1321,5 (1),1325,5,2001,,,,,,,,,,,,,,,,,,,,,,3,,
26,1322,5 (1),84,,2001,2002,,,,,,,,,,,,,,,,,,,,,2,,
26,1322,5 (1),1321,,2001,2002,,,,,,,,,,,,,,,,,,,,,2,,
26,1323,,8,,2000,,,,,,,,,,,,,,,,,,,,,,2,,
26,1324,1,84,5,2001,,,,,,,,,,,,,,,,,,,,,,3,,
26,1324,1,1499,3,1980s,,,,,,,,,,,,,,,,,,,,,,3,,
26,1325,1,1321,5,2001,,,,,,,,,,,,,,,,,,,,,,3,,
9,1340,5 (3); 8,1341,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1340,5 (3); 8,1342,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1340,5 (3); 8,1343,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1340,5 (3); 8,1344,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1340,5 (3); 8,1345,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1341,8,1340,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1341,8,1342,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1341,8,1343,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1341,8,1344,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1341,8,1345,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1342,8,1340,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1342,8,1341,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1342,8,1343,,1980s,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1342,8,1344,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1342,8,1345,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1343,8,1340,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1343,8,1341,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1343,8,1342,,1980s,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1343,8,1344,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1343,8,1345,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1344,8,1340,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1344,8,1341,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1344,8,1342,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1344,8,1343,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1344,8,1345,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1345,8,1340,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1345,8,1341,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1345,8,1342,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1345,8,1343,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
9,1345,8,1344,,1997,1997,,,,,,,,2,,,,,,,,,,,,,,,
15,1346,8,8,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1346,8,37,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1346,8,55,,2000,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1346,8,93,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1346,8,357,,1995-1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1346,8,1347,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,8,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,37,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,55,,2000,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,93,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,357,,1995-1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1347,8,1346,,1999,2000,,,,,,,,,,,,,,2,,,,,,,,,
15,1348,9; 12,8,,1990,2006,,,,,,,,,,,,,,2,,,,,,,,,
18,1349,5 (0),285,,2000,,,,,,,,,,,,,,,,2,,,,,,,,
18,1349,5 (0),289,,2000,,,,,,,,,,,,,,,,2,,,,,,,,
18,1349,5 (0),290,,2000,,,,,,,,,,,,,,,,2,,,,,,,,
18,1349,5 (0),292,,2000,,,,,,,,,,,,,,,,1,,,,,,,,
20,1350,,298,,2001,2003,,,,,,,,,,,,,,,,,2,,,,,,
28,1356,5 (1),99,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1356,5 (1),103,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1356,5 (1),128,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1356,5 (1),130,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1356,5 (1),136,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1356,5 (1),1375,,,,,,,,,,,,,,,,,,,,,,,,,,1
28,1360,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1360,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1361,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1362,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1363,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1364,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1365,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1366,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1367,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1368,8,1369,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,101,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1360,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1361,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1362,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1363,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1364,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1365,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1366,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1367,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1369,8,1368,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1370,5 (1),102,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1370,5 (1),129,,2003,,,,,,,,,,,,,,,,,,,,,,,,2
28,1371,2,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1373,2,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1374,2,102,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),98,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),99,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),103,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),128,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),130,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),136,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
28,1375,5 (2),1356,,2003,,,,,,,,,,,,,,,,,,,,,,,,1
23,1385,4,14,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1385,4,1386,,1990-1999,2003,,,,,,,,,,,,,,,,,,,2,,,,
23,1385,4,1387,,1990,2003,,,,,,,,,,,,,,,,,,,2,,,,
23,1385,4,1389,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1386,4,14,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1386,4,1385,,1990-1999,2003,,,,,,,,,,,,,,,,,,,2,,,,
23,1386,4,1387,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1387,4,14,,2002,2003,,,,,,,,,,,,,,,,,,,2,,,,
23,1387,4,1385,,1990,2003,,,,,,,,,,,,,,,,,,,2,,,,
23,1387,4,1386,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1387,4,1389,,2002,2002,,,,,,,,,,,,,,,,,,,1,,,,
23,1388,5 (0),87,2,1980s,2002,,,,,,,,,,,,,,,,,,,3,,,,
23,1388,5 (0),1389,2,1980s,2002,,,,,,,,,,,,,,,,,,,3,,,,
23,1389,2,87,3,1980s,2002,,,,,,,,,,,,,,,,,,,3,,,,
23,1389,2,1385,,2002,2003,,,,,,,,,,,,,,,,,,,1,,,,
23,1389,2,1387,,2002,2002,,,,,,,,,,,,,,,,,,,1,,,,
23,1389,2,1388,2,1980s,2002,,,,,,,,,,,,,,,,,,,3,,,,
25,1390,,51,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1390,,1391,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
